-0.22,0.151
-0.35,0.215
-0.15,0.128
-0.11,0.141
-0.18,0.135
-0.21,0.224
-0.19,0.172
-0.01,0.22
-0.15,0.124
-0.12,0.162
-0.3,0.111
-0.14,0.236
-0.12,0.142
-0.03,0.154
-0.07,0.137
-0.26,0.182
-0.217,0.1701
-0.282,0.3917
-0.174,0.232
0.05,0.067
-0.162,0.135
-0.125,0.198
-0.314,0.314
-0.025,0.125
-0.245,0.478
-0.515,0.627
1.21,0.627
-0.89,1.828
0.603,0.719
-0.464,0.626
1.518,1.179
-0.183,0.183
0.183,0.183
-0.046,0.147
-0.05,0.15
-0.42,0.15
-0.35,0.16
-0.11,0.1
-0.189,0.118
-0.15,0.11
-0.08,0.12
-0.16,0.13
-0.21,0.13
-0.16,0.13
-0.07,0.13
0.39,0.22
-0.03,0.01
-0.02,0.01
-0.06,0.03
-0.03,0.03
-0.04,0.1
-0.28,0.17
-0.39,0.08
-0.39,0.22
-0.17,0.28
-0.61,0.28
-0.5,0.22
-0.22,0.22
-0.28,0.22
-0.11,0.28
-0.33,0.22
-0.46,0.15
-0.46,0.15
-0.31,0.19
-0.5,0.15
-0.33,0.23
-0.06,0.34
-0.46,0.18
-0.39,0.21
-0.16,0.26
-0.36,0.31
-0.08,0.29
