"","tvalues","df","t","pval","rej","D2","D1","p.one.samp","D","SE","Dr","tr","exclude"
"11179",5.03,3,5.03,0.015141965829899,TRUE,4.49896877072958,2.515,0.93,2.65387781395107,0.527609903369994,-2.65387781395107,-5.03,FALSE
"11180",1.85,4,1.85,0.137989481739278,FALSE,1.51051867471629,0.827345151674922,0.93,0.875167298287818,0.473063404479902,-0.875167298287818,-1.85,FALSE
"11181",4.07,4,4.07,0.0152229488876436,TRUE,3.32314108437585,1.82015933368483,0.93,1.9253680562332,0.473063404479902,-1.9253680562332,-4.07,FALSE
"11182",4.46,4,4.46,0.0111602978931613,TRUE,3.64157475093766,1.99457263592981,0.93,2.10986278398036,0.473063404479902,-2.10986278398036,-4.46,FALSE
"11183",5.5,16,5.5,4.84549351917885e-05,TRUE,2.59272486435067,1.33394593769983,0.72,1.68640403716207,0.306618915847649,1.68640403716207,5.5,FALSE
"11185",3.9,9,3.9,0.0036194112640735,TRUE,2.35178848770656,1.23328828746567,0.93,1.31158330148253,0.336303410636546,1.31158330148253,3.9,FALSE
"11186",4.4,9,4.4,0.00172037845618345,TRUE,2.65329983228432,1.39140217047409,0.93,1.4797350068008,0.336303410636546,1.4797350068008,4.4,FALSE
"11187",2.57,9,2.57,0.0301877960920098,TRUE,1.5497683111297,0.812705358663273,0.93,0.864299765335924,0.336303410636546,0.864299765335924,2.57,FALSE
"11188",2.8,25,2.8,0.00970975204871882,TRUE,1.0777205024873,0.549125178386915,0.72,0.697131869135023,0.248975667548223,-0.697131869135023,-2.8,FALSE
"11189",2.3,25,2.3,0.030073509964937,TRUE,0.885270412757426,0.451067110817823,0.72,0.572644035360912,0.248975667548223,-0.572644035360912,-2.3,FALSE
"11190",3.1,103,3.1,0.00249589886733004,TRUE,0.605058045228091,0.303980009464185,0.72,0.388281859478079,0.125252212734864,0.388281859478079,3.1,FALSE
"11191",0.9,103,0.9,0.370219653518648,FALSE,0.175662013130736,0.0882522608121828,0.72,0.112726991461378,0.125252212734864,-0.112726991461378,-0.9,FALSE
"11192",4.5,103,4.5,1.7916536120488e-05,TRUE,0.87831006565368,0.441261304060914,0.72,0.563634957306889,0.125252212734864,-0.563634957306889,-4.5,FALSE
"11193",4.21,11,4.21,0.00146076550178886,TRUE,2.33528782610821,1.21532231664416,0.72,1.5289126592941,0.363162151851329,1.5289126592941,4.21,FALSE
"11194",4.48,11,4.48,0.000931401484308481,TRUE,2.48505687908903,1.29326460298476,0.72,1.62696644029396,0.363162151851329,-1.62696644029396,-4.48,FALSE
"11195",2.78,11,2.78,0.0179039117506412,TRUE,1.54206654550614,0.80251687417358,0.72,1.0095907821467,0.363162151851329,-1.0095907821467,-2.78,FALSE
"11196",3.85,11,3.85,0.0026994997581915,TRUE,2.13559575546713,1.11139926819003,0.72,1.39817428462762,0.363162151851329,-1.39817428462762,-3.85,FALSE
"11197",2.2,10,2.2,0.0524410684493533,FALSE,1.27017059221718,0.66332495807108,0.93,0.705804152461307,0.320820069300594,-0.705804152461307,-2.2,FALSE
"11198",1.99,10,1.99,0.0746206022806082,FALSE,1.14892703568736,0.60000757570975,0.93,0.638431937908182,0.320820069300594,-0.638431937908182,-1.99,FALSE
"11199",4.7,5,4.7,0.00533711010714066,TRUE,3.55286604628674,1.91876696518016,0.93,2.03315390085762,0.432585936352684,2.03315390085762,4.7,FALSE
"11200",4.26,5,4.26,0.00801486646887417,TRUE,3.22025731003862,1.73913771737606,0.93,1.84281608886244,0.432585936352684,1.84281608886244,4.26,FALSE
"11201",1.47,34,1.47,0.150755709998188,FALSE,0.49,0.248475350890184,0.72,0.316102252640932,0.21503554601424,0.316102252640932,1.47,FALSE
"11202",1.89,34,1.89,0.06730800839772,FALSE,0.63,0.319468308287379,0.72,0.406417181966913,0.21503554601424,-0.406417181966913,-1.89,FALSE
"11203",2.22,34,2.22,0.0331901035678219,TRUE,0.74,0.375248489099461,0.72,0.477378912151612,0.21503554601424,-0.477378912151612,-2.22,FALSE
"11204",2.37,34,2.37,0.0236034872621835,TRUE,0.79,0.400603116741317,0.72,0.509634244053748,0.21503554601424,0.509634244053748,2.37,FALSE
"11205",2.1,34,2.1,0.0432233769638333,TRUE,0.7,0.354964786985977,0.72,0.451574646629903,0.21503554601424,-0.451574646629903,-2.1,FALSE
"11206",1.58,34,1.58,0.123366453435418,FALSE,0.526666666666667,0.267068744494211,0.72,0.339756162702499,0.21503554601424,0.339756162702499,1.58,FALSE
"11207",0.39,31,0.39,0.699203384019512,FALSE,0.135780571645444,0.0689429111656884,0.72,0.08765745610002,0.224762707948769,0.08765745610002,0.39,FALSE
"11209",4,34,4,0.000323822008271524,TRUE,1.33333333333333,0.676123403782813,0.72,0.860142184056959,0.21503554601424,-0.860142184056959,-4,FALSE
"11210",1.77,34,1.77,0.0856951003210233,FALSE,0.59,0.299184606173895,0.72,0.380612916445204,0.21503554601424,0.380612916445204,1.77,FALSE
"11213",0.21,32,0.21,0.834999036594873,FALSE,0.0720294057598537,0.0365563077506965,0.72,0.0464887751932606,0.221375119967907,0.0464887751932606,0.21,FALSE
"11214",0.099,32,0.099,0.921755854410557,FALSE,0.0339567198582168,0.0172336879396141,0.72,0.0219161368768228,0.221375119967907,0.0219161368768228,0.099,FALSE
"11215",0.08,32,0.08,0.936735484084384,FALSE,0.0274397736228014,0.0139262124764558,0.72,0.0177100095974326,0.221375119967907,-0.0177100095974326,-0.08,FALSE
"11216",1.03,17,1.03,0.317442494942783,FALSE,0.472596411773357,0.242773328207381,0.72,0.307123791605855,0.298178438452286,-0.307123791605855,-1.03,FALSE
"11217",0.56,17,0.56,0.58278415959101,FALSE,0.256945621935029,0.131993265821489,0.72,0.16697992553328,0.298178438452286,-0.16697992553328,-0.56,FALSE
"11218",2.21,17,2.21,0.0411073423071189,TRUE,1.01401754370788,0.52090199547409,0.72,0.658974348979552,0.298178438452286,-0.658974348979552,-2.21,FALSE
"11219",2.709,17,2.709,0.0148924969579243,TRUE,1.2429744461107,0.638517423411452,0.72,0.807765389767243,0.298178438452286,0.807765389767243,2.709,FALSE
"11220",2.213,17,2.213,0.0408650294513255,TRUE,1.01539403811111,0.521609102255277,0.72,0.659868884294909,0.298178438452286,0.659868884294909,2.213,FALSE
"11221",2.116,17,2.116,0.0494037432780472,TRUE,0.970887385740217,0.498745982996912,0.72,0.630945575765037,0.298178438452286,-0.630945575765037,-2.116,FALSE
"11222",2.63,17,2.63,0.0175546472213832,TRUE,1.20672676015915,0.619896944840207,0.72,0.784209293129512,0.298178438452286,-0.784209293129512,-2.63,FALSE
"11223",2.46,68,2.46,0.0164405276759982,TRUE,0.588052475792522,0.296149198590992,0.72,0.37788211620742,0.15361061634448,-0.37788211620742,-2.46,FALSE
"11228",2.44,23,2.44,0.0228090565772607,TRUE,0.976,0.498062914365913,0.72,0.631885298343457,0.258969384566991,0.631885298343457,2.44,FALSE
"11229",4.295,23,4.295,0.000269919440422317,TRUE,1.718,0.876713203771146,0.72,1.11227350671522,0.258969384566991,-1.11227350671522,-4.295,FALSE
"11230",3.31,23,3.31,0.00305573463756992,TRUE,1.324,0.675650920717693,0.72,0.857188662916739,0.258969384566991,-0.857188662916739,-3.31,FALSE
"11231",3.75,23,3.75,0.00104442700444496,TRUE,1.5,0.765465544619743,0.72,0.971135192126215,0.258969384566991,0.971135192126215,3.75,FALSE
"11232",0.03,23,0.03,0.976325858642005,FALSE,0.012,0.00612372435695795,0.72,0.00776908153700972,0.258969384566991,0.00776908153700972,0.03,FALSE
"11233",3.54,16,3.54,0.00272343979724932,TRUE,1.66877200360025,0.858576112628619,0.72,1.08543096210068,0.306618915847649,1.08543096210068,3.54,FALSE
"11234",4.8,728,4.8,1.92608860727361e-06,TRUE,0.355311940894851,0.177777777777778,0.72,0.227487343450558,0.0473931965521996,0.227487343450558,4.8,FALSE
"11236",3.2,13,3.2,0.00696758985341317,TRUE,1.65247289438183,0.855235974119758,0.72,1.07846231179314,0.337019472435356,-1.07846231179314,-3.2,FALSE
"11237",0.6,13,0.6,0.558820354234554,FALSE,0.309838667696593,0.160356745147455,0.72,0.202211683461213,0.337019472435356,0.202211683461213,0.6,FALSE
"11238",2.3,13,2.3,0.0386588373358339,TRUE,1.18771489283694,0.614700856398576,0.72,0.775144786601318,0.337019472435356,-0.775144786601318,-2.3,FALSE
"11239",2,13,2,0.0668403576482541,FALSE,1.03279555898864,0.534522483824849,0.72,0.674038944870712,0.337019472435356,0.674038944870712,2,FALSE
"11240",5.7,12,5.7,9.91311718805399e-05,TRUE,3.04677815780164,1.5808955592419,0.72,1.99134268683863,0.34935836611204,1.99134268683863,5.7,FALSE
"11241",4.3,12,4.3,0.00103189356837774,TRUE,2.29844668044685,1.19260542188424,0.72,1.50224097428177,0.34935836611204,1.50224097428177,4.3,FALSE
"11242",0.4,13,0.4,0.695651511284004,FALSE,0.206559111797729,0.10690449676497,0.72,0.134807788974142,0.337019472435356,0.134807788974142,0.4,FALSE
"11243",3.3,12,3.3,0.0063407501062871,TRUE,1.763924196622,0.915255323771628,0.72,1.15288260816973,0.34935836611204,1.15288260816973,3.3,FALSE
"11244",3,13,3,0.0102388977138825,TRUE,1.54919333848297,0.801783725737273,0.72,1.01105841730607,0.337019472435356,-1.01105841730607,-3,FALSE
"11245",3.3,13,3.3,0.00574771943723107,TRUE,1.70411267233126,0.881962098311,0.72,1.11216425903667,0.337019472435356,-1.11216425903667,-3.3,FALSE
"11246",1.7,13,1.7,0.11291579062974,FALSE,0.877876225140348,0.454344111251121,0.72,0.572933103140105,0.337019472435356,0.572933103140105,1.7,FALSE
"11249",2.5,13,2.5,0.0265887828108573,TRUE,1.29099444873581,0.668153104781061,0.72,0.84254868108839,0.337019472435356,0.84254868108839,2.5,FALSE
"11250",4.5,13,4.5,0.000597290437344355,TRUE,2.32379000772445,1.20267558860591,0.72,1.5165876259591,0.337019472435356,-1.5165876259591,-4.5,FALSE
"11251",4.9,13,4.9,0.000290096962068276,TRUE,2.53034911952218,1.30958008537088,0.72,1.65139541493324,0.337019472435356,1.65139541493324,4.9,FALSE
"11252",5.1,13,5.1,0.000203742931474515,TRUE,2.63362867542104,1.36303233375336,0.72,1.71879930942031,0.337019472435356,-1.71879930942031,-5.1,FALSE
"11253",2.9,12,2.9,0.0133263145982467,TRUE,1.55011520309206,0.804315284526582,0.72,1.01313926172492,0.34935836611204,1.01313926172492,2.9,FALSE
"11254",2.2,13,2.2,0.0464975243469725,TRUE,1.13607511488751,0.587974732207334,0.72,0.741442839357783,0.337019472435356,0.741442839357783,2.2,FALSE
"11255",1.8,13,1.8,0.0950989327750436,FALSE,0.92951600308978,0.481070235442364,0.72,0.60663505038364,0.337019472435356,-0.60663505038364,-1.8,FALSE
"11257",3.11,17,3.11,0.00636661324180121,TRUE,1.42696586467489,0.733034029830054,0.72,0.927334943586609,0.298178438452286,0.927334943586609,3.11,FALSE
"11258",1.18,47,1.18,0.243938295742537,FALSE,0.337142857142857,0.17031832941094,0.72,0.217029197175877,0.183923048454133,-0.217029197175877,-1.18,FALSE
"11259",4.12,85,4.12,8.76068524449103e-05,TRUE,0.883420728706343,0.444271025598166,0.72,0.567232942468456,0.137677898657392,0.567232942468456,4.12,FALSE
"11261",2.01,30,2.01,0.0534983169325209,FALSE,0.71064231509248,0.361006657073818,0.72,0.458904641319043,0.228310766825395,0.458904641319043,2.01,FALSE
"11262",2.95,85,2.95,0.00410435547597299,TRUE,0.632546395554299,0.318106680950143,0.72,0.406149801039307,0.137677898657392,-0.406149801039307,-2.95,FALSE
"11263",4.14,54,4.14,0.000122641983862914,TRUE,1.10646154151744,0.558237486119564,0.72,0.711740221630969,0.171917927930186,-0.711740221630969,-4.14,FALSE
"11265",5.88,25,5.88,3.90659253368675e-06,TRUE,2.26321305522333,1.15316287461252,0.72,1.46397692518355,0.248975667548223,1.46397692518355,5.88,FALSE
"11266",4.44,54,4.44,4.48525012077816e-05,TRUE,1.18663991409116,0.598689477867359,0.72,0.763315600010025,0.171917927930186,0.763315600010025,4.44,FALSE
"11267",3.91,17,3.91,0.00112698025303937,TRUE,1.79403103886779,0.921595838146467,0.72,1.16587769434844,0.298178438452286,-1.16587769434844,-3.91,FALSE
"11268",2.49,30,2.49,0.0185413195512156,TRUE,0.880347942577252,0.44721720204667,0.72,0.568493809395233,0.228310766825395,-0.568493809395233,-2.49,FALSE
"11269",5.48,17,5.48,4.06597580857593e-05,TRUE,2.51439644322136,1.29164838696743,0.72,1.63401784271853,0.298178438452286,1.63401784271853,5.48,FALSE
"11270",1.12,17,1.12,0.278288269881794,FALSE,0.513891243870058,0.263986531642978,0.72,0.33395985106656,0.298178438452286,0.33395985106656,1.12,FALSE
"11271",1.88,30,1.88,0.069850381515653,FALSE,0.664680374315355,0.337657967810337,0.72,0.429224241631742,0.228310766825395,-0.429224241631742,-1.88,FALSE
"11272",3.65,30,3.65,0.000989199012722652,TRUE,1.29046987566545,0.655559352397728,0.72,0.83333429891269,0.228310766825395,0.83333429891269,3.65,FALSE
"11273",5.04,55,5.04,5.37001270517479e-06,TRUE,1.33512861592156,0.673498329619309,0.72,0.858754809783941,0.170387859084115,-0.858754809783941,-5.04,FALSE
"11274",5.73,30,5.73,2.97198680998534e-06,TRUE,2.02586092809946,1.02913838061342,0.72,1.30822069390951,0.228310766825395,1.30822069390951,5.73,FALSE
"11276",1.07,55,1.07,0.289292696202885,FALSE,0.283449924411919,0.142984764423147,0.72,0.182315009220003,0.170387859084115,-0.182315009220003,-1.07,FALSE
"11277",2.63,55,2.63,0.0110520746033447,TRUE,0.696704019816213,0.351448533114838,0.72,0.448120069391223,0.170387859084115,0.448120069391223,2.63,FALSE
"11278",0.96,30,0.96,0.344729097565106,FALSE,0.339411254969543,0.172421089945704,0.72,0.219178336152379,0.228310766825395,-0.219178336152379,-0.96,FALSE
"11279",0.3,55,0.3,0.765308101871639,FALSE,0.0794719414239026,0.0400891862868637,0.72,0.0511163577252346,0.170387859084115,-0.0511163577252346,-0.3,FALSE
"11280",2.19,29,2.19,0.0367155265515058,TRUE,0.786671222877274,0.399837466978771,0.72,0.508150918630352,0.232032382936234,0.508150918630352,2.19,FALSE
"11281",4.57,25,4.57,0.00011358812779072,TRUE,1.75899382013106,0.896250737581501,0.72,1.13781880069538,0.248975667548223,1.13781880069538,4.57,FALSE
"11283",0.79,29,0.79,0.435940283761027,FALSE,0.283776377202304,0.144233606809694,0.72,0.183305582519625,0.232032382936234,0.183305582519625,0.79,FALSE
"11284",3.38,29,3.38,0.00208635448366357,TRUE,1.214131841701,0.617100748122487,0.72,0.78426945432447,0.232032382936234,0.78426945432447,3.38,FALSE
"11285",1.73,29,1.73,0.0942613648300838,FALSE,0.621434345012641,0.315853341494646,0.72,0.401416022479684,0.232032382936234,-0.401416022479684,-1.73,FALSE
"11286",3.12,30,3.12,0.00397639522150683,TRUE,1.10308657865101,0.560368542323538,0.72,0.712329592495231,0.228310766825395,0.712329592495231,3.12,FALSE
"11287",2.67,17,2.67,0.016154419582076,TRUE,1.2250800188688,0.629325035256027,0.72,0.796136430667604,0.298178438452286,0.796136430667604,2.67,FALSE
"11288",3.9,47,3.9,0.000304721889297532,TRUE,1.11428571428571,0.562916512459885,0.72,0.717299888971117,0.183923048454133,-0.717299888971117,-3.9,FALSE
"11289",3.68,30,3.68,0.000912490758234075,TRUE,1.30107647738325,0.660947511458532,0.72,0.840183621917452,0.228310766825395,0.840183621917452,3.68,FALSE
"11290",5.3,30,5.3,9.98452009359774e-06,TRUE,1.87383297014435,0.951908100741907,0.72,1.21004706417459,0.228310766825395,1.21004706417459,5.3,FALSE
"11291",1.94,30,1.94,0.0618314127817532,FALSE,0.685893577750951,0.348434285931943,0.72,0.442922887641266,0.228310766825395,0.442922887641266,1.94,FALSE
"11293",2.99,17,2.99,0.0082282183674165,TRUE,1.37190608854596,0.704749758582592,0.72,0.891553530972335,0.298178438452286,-0.891553530972335,-2.99,FALSE
"11295",1.95,30,1.95,0.0605757348899452,FALSE,0.689429111656884,0.350230338952211,0.72,0.445205995309519,0.228310766825395,0.445205995309519,1.95,FALSE
"11297",5.91,55,5.91,2.24753458955007e-07,TRUE,1.56559724605088,0.789756969851214,0.72,1.00699224718712,0.170387859084115,-1.00699224718712,-5.91,FALSE
"11300",2.16,30,2.16,0.0388887557074251,TRUE,0.763675323681471,0.387947452377834,0.72,0.493151256342852,0.228310766825395,0.493151256342852,2.16,FALSE
"11302",5.22,25,5.22,2.11147111233156e-05,TRUE,2.0091789367799,1.02372622542132,0.72,1.29965298460172,0.248975667548223,-1.29965298460172,-5.22,FALSE
"11304",0.92,29,0.92,0.36516264106849,FALSE,0.330473755729266,0.167968250968251,0.72,0.213469792301335,0.232032382936234,0.213469792301335,0.92,FALSE
"11308",5.3,25,5.3,1.71825981096774e-05,TRUE,2.03997095113668,1.03941551623238,0.72,1.31957103800558,0.248975667548223,-1.31957103800558,-5.3,FALSE
"11309",0.93,17,0.93,0.365389979637335,FALSE,0.426713264999245,0.21920310216783,0.72,0.277305947760626,0.298178438452286,0.277305947760626,0.93,FALSE
"11310",4.89,52,4.89,1.0107538921833e-05,TRUE,1.33088942691219,0.671693157709089,0.72,0.856268113085958,0.175105953596311,0.856268113085958,4.89,FALSE
"11311",2.98,30,2.98,0.00566768874849455,TRUE,1.05358910396796,0.535223800039789,0.72,0.680366085139676,0.228310766825395,-0.680366085139676,-2.98,FALSE
"11312",2.31,30,2.31,0.0279493887578353,TRUE,0.816708332270462,0.41488824768185,0.72,0.527397871366661,0.228310766825395,0.527397871366661,2.31,FALSE
"11313",2.95,29,2.95,0.00622743028751449,TRUE,1.05967128195797,0.538593848213413,0.72,0.68449552966189,0.232032382936234,0.68449552966189,2.95,FALSE
"11314",1.97,25,1.97,0.0600115227589542,FALSE,0.758253353535708,0.386348786222223,0.72,0.490482065069999,0.248975667548223,0.490482065069999,1.97,FALSE
"11315",0.84,25,0.84,0.408870146355343,FALSE,0.32331615074619,0.164737553516075,0.72,0.209139560740507,0.248975667548223,0.209139560740507,0.84,FALSE
"11316",0.74,30,0.74,0.465052061050612,FALSE,0.261629509039023,0.132907923499813,0.72,0.168949967450792,0.228310766825395,-0.168949967450792,-0.74,FALSE
"11317",2.61,30,2.61,0.0139918541563542,TRUE,0.922774349448444,0.468769838289883,0.72,0.59589110141428,0.228310766825395,0.59589110141428,2.61,FALSE
"11318",1.94,30,1.94,0.0618314127817532,FALSE,0.685893577750951,0.348434285931943,0.72,0.442922887641266,0.228310766825395,-0.442922887641266,-1.94,FALSE
"11319",5.16,30,5.16,1.48267149899795e-05,TRUE,1.82433549546129,0.926763358458159,0.72,1.17808355681904,0.228310766825395,-1.17808355681904,-5.16,FALSE
"11320",2.48,30,2.48,0.0189761640773281,TRUE,0.876812408671319,0.445421149026402,0.72,0.566210701726979,0.228310766825395,0.566210701726979,2.48,FALSE
"11321",1.4,30,1.4,0.17177050915068,FALSE,0.494974746830583,0.251447422837485,0.72,0.319635073555552,0.228310766825395,0.319635073555552,1.4,FALSE
"11322",0.24,17,0.24,0.813200308738585,FALSE,0.11011955225787,0.0565685424949238,0.72,0.0715628252285486,0.298178438452286,-0.0715628252285486,-0.24,FALSE
"11323",3.96,17,3.96,0.00101117489834612,TRUE,1.81697261225485,0.933380951166243,0.72,1.18078661627105,0.298178438452286,1.18078661627105,3.96,FALSE
"11324",2.5,17,2.5,0.0229478069863851,TRUE,1.14707866935281,0.58925565098879,0.72,0.745446096130715,0.298178438452286,-0.745446096130715,-2.5,FALSE
"11325",5.67,18,5.67,2.23073592793277e-05,TRUE,2.53570108648476,1.30078721104608,0.72,1.64656309616891,0.290399135126793,-1.64656309616891,-5.67,FALSE
"11326",5.76,35,5.76,1.59963336443525e-06,TRUE,1.89387633375772,0.96,0.72,1.22148537345216,0.212063432891,1.22148537345216,5.76,FALSE
"11327",5.32,18,5.32,4.66924503990107e-05,TRUE,2.37917632805978,1.22049170419139,0.72,1.54492339887454,0.290399135126793,1.54492339887454,5.32,FALSE
"11328",3.29,18,3.29,0.00407014901808234,TRUE,1.47133272919486,0.754777764434148,0.72,0.955413154567148,0.290399135126793,0.955413154567148,3.29,FALSE
"11329",0.45,18,0.45,0.658082853311317,FALSE,0.201246117974981,0.103237080241753,0.72,0.130679610807057,0.290399135126793,0.130679610807057,0.45,FALSE
"11330",0.38,18,0.38,0.708391990709675,FALSE,0.169941166289984,0.0871779788708135,0.72,0.110351671348181,0.290399135126793,-0.110351671348181,-0.38,FALSE
"11331",3.34,18,3.34,0.0036446204717735,TRUE,1.49369340896986,0.766248551127676,0.72,0.969933111323487,0.290399135126793,-0.969933111323487,-3.34,FALSE
"11333",4.45,35,4.45,8.34113279353232e-05,TRUE,1.46315098701768,0.741666666666667,0.72,0.94368227636495,0.212063432891,0.94368227636495,4.45,FALSE
"11334",1.75,35,1.75,0.0888819086439336,FALSE,0.575396455568751,0.291666666666667,0.72,0.37111100755925,0.212063432891,-0.37111100755925,-1.75,FALSE
"11335",1.15,35,1.15,0.257941202529655,FALSE,0.378117670802322,0.191666666666667,0.72,0.24387294782465,0.212063432891,-0.24387294782465,-1.15,FALSE
"11336",1.45,35,1.45,0.155961279156805,FALSE,0.476757063185536,0.241666666666667,0.72,0.30749197769195,0.212063432891,-0.30749197769195,-1.45,FALSE
"11337",0.01,10,0.01,0.992217974990971,FALSE,0.00577350269189626,0.00301511344577764,0.93,0.00320820069300594,0.320820069300594,-0.00320820069300594,-0.01,FALSE
"11338",1.52,10,1.52,0.15947777473821,FALSE,0.877572409168231,0.458297243758201,0.93,0.487646505336903,0.320820069300594,-0.487646505336903,-1.52,FALSE
"11339",0.99,19,0.99,0.334615194041111,FALSE,0.432071422667265,0.221370729772479,0.72,0.280366923783019,0.283198912912141,0.280366923783019,0.99,FALSE
"11340",4.56,19,4.56,0.000213996272310446,TRUE,1.99014715895225,1.0196469977399,0.72,1.29138704287936,0.283198912912141,1.29138704287936,4.56,FALSE
"11341",4.01,16,4.01,0.00101055655760041,TRUE,1.89033212837204,0.972567856395695,0.72,1.22954185254907,0.306618915847649,-1.22954185254907,-4.01,FALSE
"11343",2.96,12,2.96,0.01192065151902,TRUE,1.58218655212155,0.820956290413339,0.72,1.03410076369164,0.34935836611204,1.03410076369164,2.96,FALSE
"11344",1.89,12,1.89,0.0831495588057178,FALSE,1.01024749442896,0.524191685432842,0.72,0.660287311951756,0.34935836611204,0.660287311951756,1.89,FALSE
"11345",3.5,16,3.5,0.00296354801164389,TRUE,1.64991582276861,0.848874687627165,0.72,1.07316620546677,0.306618915847649,-1.07316620546677,-3.5,FALSE
"11346",4.49,16,4.49,0.000371137416036227,TRUE,2.11660629835173,1.08898495641314,0.72,1.37671893215594,0.306618915847649,-1.37671893215594,-4.49,FALSE
"11347",2.89,16,2.89,0.0106599034049308,TRUE,1.36235906508608,0.700927956355002,0.72,0.886128666799705,0.306618915847649,-0.886128666799705,-2.89,FALSE
"11348",4.5,16,4.5,0.000363540254156192,TRUE,2.12132034355964,1.0914103126635,0.72,1.37978512131442,0.306618915847649,1.37978512131442,4.5,FALSE
"11349",0.31,10,0.31,0.762924871075636,FALSE,0.178978583448784,0.0934685168191067,0.93,0.0994542214831841,0.320820069300594,-0.0994542214831841,-0.31,FALSE
"11350",4.05,10,4.05,0.00232357692463614,TRUE,2.33826859021798,1.22112094553994,0.93,1.29932128066741,0.320820069300594,1.29932128066741,4.05,FALSE
"11351",4.93,14,4.93,0.0002215464133557,TRUE,2.465,1.2729205264535,0.72,1.60670277904652,0.325903200617956,-1.60670277904652,-4.93,FALSE
"11357",0.32,30,0.32,0.751186417964085,FALSE,0.113137084989848,0.057473696648568,0.72,0.0730594453841263,0.228310766825395,0.0730594453841263,0.32,FALSE
"11358",2.13,25,2.13,0.0431954239547783,TRUE,0.819837382249268,0.417727367844332,0.72,0.530318171877714,0.248975667548223,0.530318171877714,2.13,FALSE
"11359",0.23,29,0.23,0.819706435747131,FALSE,0.0826184389323165,0.0419920627420627,0.72,0.0533674480753338,0.232032382936234,-0.0533674480753338,-0.23,FALSE
"11360",2.58,54,2.58,0.0126334125498142,TRUE,0.689534004134055,0.347887129031033,0.72,0.443548254059879,0.171917927930186,-0.443548254059879,-2.58,FALSE
"11361",1.28,30,1.28,0.210354979947533,FALSE,0.45254833995939,0.229894786594272,0.72,0.292237781536505,0.228310766825395,0.292237781536505,1.28,FALSE
"11362",1.9,54,1.9,0.0627782246278747,FALSE,0.507796359633606,0.256195947736032,0.72,0.326644063067353,0.171917927930186,0.326644063067353,1.9,FALSE
"11363",2.98,25,2.98,0.00633508161952046,TRUE,1.14700253479006,0.584426082711788,0.72,0.741947489293703,0.248975667548223,-0.741947489293703,-2.98,FALSE
"11364",0.93,29,0.93,0.360048482440063,FALSE,0.334065861769801,0.169793992826602,0.72,0.215790116130697,0.232032382936234,0.215790116130697,0.93,FALSE
"11365",1.39,30,1.39,0.174757555838653,FALSE,0.49143921292465,0.249651369817217,0.72,0.317351965887298,0.228310766825395,-0.317351965887298,-1.39,FALSE
"11366",2.9,14,2.9,0.0116420516929969,TRUE,1.45,0.748776780266767,0.72,0.945119281792072,0.325903200617956,-0.945119281792072,-2.9,FALSE
"11367",3.81,14,3.81,0.00191267296473097,TRUE,1.905,0.983737769936684,0.72,1.24169119435441,0.325903200617956,1.24169119435441,3.81,FALSE
"11368",1.69,14,1.69,0.113162456930924,FALSE,0.845,0.436356123672702,0.72,0.550776409044346,0.325903200617956,0.550776409044346,1.69,FALSE
"11370",3.048,14,3.048,0.00868419526945852,TRUE,1.524,0.786990215949347,0.72,0.99335295548353,0.325903200617956,-0.99335295548353,-3.048,FALSE
"11371",4.816,10,4.816,0.000706453631853066,TRUE,2.78051889641724,1.45207863548651,0.93,1.54506945375166,0.320820069300594,1.54506945375166,4.816,FALSE
"11372",2.346,8,2.346,0.0469736527385645,TRUE,1.483740678151,0.782,0.93,0.83112184747057,0.354271887242357,-0.83112184747057,-2.346,FALSE
"11373",2.519,9,2.519,0.0328224613468233,TRUE,1.51901415398277,0.796577742596415,0.93,0.84714829139346,0.336303410636546,0.84714829139346,2.519,FALSE
"11374",2.61,45,2.61,0.0122522403203353,TRUE,0.76141525561901,0.384823505564282,0.72,0.490269195579605,0.187842603670347,0.490269195579605,2.61,FALSE
"11375",2.56,15,2.56,0.0217620462948491,TRUE,1.24178240018602,0.64,0.72,0.808499072052087,0.315819950020347,0.808499072052087,2.56,FALSE
"11376",2.87,18,2.87,0.0101836085127847,TRUE,1.28350301908488,0.658423156208512,0.72,0.833445517813895,0.290399135126793,-0.833445517813895,-2.87,FALSE
"11377",0.013,4,0.013,0.990250343266022,FALSE,0.0106144555520604,0.00581377674149945,0.93,0.00614982425823872,0.473063404479902,0.00614982425823872,0.013,FALSE
"11378",0.69,4,0.69,0.528140214160677,FALSE,0.563382640840131,0.308577380894971,0.93,0.326413749091132,0.473063404479902,0.326413749091132,0.69,FALSE
"11379",0.1,22,0.1,0.921250011845526,FALSE,0.0408248290463863,0.0208514414057075,0.72,0.0264439899450975,0.264439899450975,0.0264439899450975,0.1,FALSE
"11380",2,4,2,0.116116523516816,FALSE,1.63299316185545,0.894427190999916,0.93,0.946126808959803,0.473063404479902,-0.946126808959803,-2,FALSE
"11381",2.04,4,2.04,0.110943618622384,FALSE,1.66565302509256,0.912315734819914,0.93,0.965049345138999,0.473063404479902,-0.965049345138999,-2.04,FALSE
"11382",0.49,4,0.49,0.649794082151414,FALSE,0.400083324654586,0.219134661794979,0.93,0.231801068195152,0.473063404479902,-0.231801068195152,-0.49,FALSE
"11383",1.99,4,1.99,0.117450669756508,FALSE,1.62482819604618,0.889955055044916,0.93,0.941396174915004,0.473063404479902,0.941396174915004,1.99,FALSE
