"","tvalues","df","t","pval","rej","D2","D1","p.one.samp","D","SE","Dr","tr","exclude"
"5545",0.95,14,0.95,0.358225032719784,FALSE,0.475,0.245288945259803,0.72,0.309608040587058,0.325903200617956,0.309608040587058,0.95,FALSE
"5546",1.01,11,1.01,0.33419626318052,FALSE,0.560247198187481,0.291561885940761,0.72,0.366793773369843,0.363162151851329,0.366793773369843,1.01,FALSE
"5547",1.87,14,1.87,0.0825397905091687,FALSE,0.935,0.482831923827191,0.72,0.609438985155578,0.325903200617956,0.609438985155578,1.87,FALSE
"5548",0.07,18,0.07,0.944965489655679,FALSE,0.0313049516849971,0.0160591013709393,0.72,0.0203279394588755,0.290399135126793,0.0203279394588755,0.07,FALSE
"5549",4.42,13,4.42,0.000691723154268686,TRUE,2.2824781853649,1.18129468925292,0.72,1.48962606816427,0.337019472435356,1.48962606816427,4.42,FALSE
"5550",2.55,13,2.55,0.0241926038930143,TRUE,1.31681433771052,0.681516166876682,0.72,0.859399654710157,0.337019472435356,0.859399654710157,2.55,FALSE
"5551",1.558,78,1.558,0.123281679168874,FALSE,0.348379390894467,0.175288694964275,0.72,0.223754089824728,0.143616232236668,0.223754089824728,1.558,FALSE
"5552",1.084,76,1.084,0.281791722357685,FALSE,0.245477661002548,0.123533264882248,0.72,0.157677695795932,0.145459128963037,-0.157677695795932,-1.084,FALSE
"5553",0.186,76,0.186,0.85294031836299,FALSE,0.042120705670179,0.0211966672214927,0.72,0.0270553979871248,0.145459128963037,-0.0270553979871248,-0.186,FALSE
"5554",1.914,48,1.914,0.0615925947284615,FALSE,0.541360951676421,0.273428571428571,0.72,0.348449637897969,0.182053102350036,-0.348449637897969,-1.914,FALSE
"5555",3.033,51,3.033,0.00380197697831353,TRUE,0.833229180912748,0.42060142378778,0.72,0.536137195782771,0.176767951131807,0.536137195782771,3.033,FALSE
"5556",2.33,104,2.33,0.0217374800324022,TRUE,0.452619211858485,0.227384716997008,0.72,0.290450375558222,0.124656813544301,0.290450375558222,2.33,FALSE
"5557",0.68,31,0.68,0.501551445816145,FALSE,0.236745612099749,0.120208152801713,0.72,0.152838641405163,0.224762707948769,0.152838641405163,0.68,FALSE
"5558",0.91,31,0.91,0.369844056222359,FALSE,0.31682133383937,0.16086679271994,0.72,0.20453406423338,0.224762707948769,0.20453406423338,0.91,FALSE
"5559",1.71,31,1.71,0.0972586324772209,FALSE,0.595345583368487,0.302288148957249,0.72,0.384344230592396,0.224762707948769,0.384344230592396,1.71,FALSE
"5560",3.29,31,3.29,0.00250181498613467,TRUE,1.14543097618849,0.581595327525935,0.72,0.739469309151451,0.224762707948769,0.739469309151451,3.29,FALSE
"5561",2.83,31,2.83,0.00809598204211803,TRUE,0.98527953270925,0.500278047689482,0.72,0.636078463495017,0.224762707948769,-0.636078463495017,-2.83,FALSE
"5562",2.6,6,2.6,0.0406622758115214,TRUE,1.83847763108502,0.982707629823991,0.93,1.04261152991226,0.40100443458164,-1.04261152991226,-2.6,FALSE
"5563",0.88,162,0.88,0.380162865834972,FALSE,0.137432910461973,0.0689269195989402,0.72,0.0881085970405895,0.100123405727943,0.0881085970405895,0.88,FALSE
"5564",0.29,162,0.29,0.772187097949919,FALSE,0.0452903909476958,0.0227145530496508,0.72,0.0290357876611034,0.100123405727943,0.0290357876611034,0.29,FALSE
"5565",3.4,83,3.4,0.00103806732517775,TRUE,0.737563556583431,0.370970413401187,0.72,0.473616493492215,0.139298968674181,0.473616493492215,3.4,FALSE
"5566",1.49,83,1.49,0.140014671986149,FALSE,0.323226382149798,0.162572328225814,0.72,0.20755546332453,0.139298968674181,0.20755546332453,1.49,FALSE
"5567",2.19,84,2.19,0.0312964595775014,TRUE,0.47230754663106,0.237538851311429,0.72,0.303274086000925,0.138481317808642,0.303274086000925,2.19,FALSE
"5568",2.07,74,2.07,0.0419426616006935,TRUE,0.474890569112063,0.239023011444505,0.72,0.305065927591421,0.147374844247063,-0.305065927591421,-2.07,FALSE
"5569",0.436,23,0.436,0.66690171571357,FALSE,0.1744,0.0889981273211221,0.72,0.112910651671208,0.258969384566991,-0.112910651671208,-0.436,FALSE
"5570",3.564,54,3.564,0.000773256628489483,TRUE,0.952519066175881,0.480569661963799,0.72,0.612715495143182,0.171917927930186,-0.612715495143182,-3.564,FALSE
"5571",3.331,54,3.331,0.00156577684258918,TRUE,0.890247196810286,0.449151948373012,0.72,0.572658617935448,0.171917927930186,0.572658617935448,3.331,FALSE
"5572",0.442,46,0.442,0.660560316116355,FALSE,0.127594409490907,0.0644723262420694,0.72,0.082146509551744,0.185851831565032,0.082146509551744,0.442,FALSE
"5573",2.322,54,2.322,0.0240336330718747,TRUE,0.620580603720649,0.31309841612793,0.72,0.399193428653891,0.171917927930186,-0.399193428653891,-2.322,FALSE
"5574",0.695,46,0.695,0.490551243530726,FALSE,0.200629218543395,0.101376169091037,0.72,0.129167022937697,0.185851831565032,0.129167022937697,0.695,FALSE
"5575",3.15,11,3.15,0.00924218263893639,TRUE,1.74730561810947,0.909326673973661,0.72,1.14396077833169,0.363162151851329,1.14396077833169,3.15,FALSE
"5576",2.013,24,2.013,0.0554624875471832,FALSE,0.789563560066329,0.4026,0.72,0.510949796818572,0.253825035677383,-0.510949796818572,-2.013,FALSE
"5577",1.852,31,1.852,0.0735704951963632,FALSE,0.644783637659905,0.327390439689371,0.72,0.416260535121121,0.224762707948769,-0.416260535121121,-1.852,FALSE
"5578",1.235,31,1.235,0.226109422197188,FALSE,0.429971810210574,0.218319218691347,0.72,0.27758194431673,0.224762707948769,-0.27758194431673,-1.235,FALSE
"5579",2.18,31,2.18,0.0369730647157001,TRUE,0.758978579966843,0.385373195746668,0.72,0.489982703328317,0.224762707948769,-0.489982703328317,-2.18,FALSE
"5580",2.178,31,2.178,0.0371349545804793,TRUE,0.75828226934302,0.385019642356075,0.72,0.48953317791242,0.224762707948769,0.48953317791242,2.178,FALSE
"5581",1.937,21,1.937,0.0663144812754517,FALSE,0.807784840057108,0.412969787580817,0.72,0.523518002274179,0.270272587648001,0.523518002274179,1.937,FALSE
"5582",0.34,32,0.34,0.736078264450751,FALSE,0.116619037896906,0.0591864030249373,0.72,0.0752675407890885,0.221375119967907,-0.0752675407890885,-0.34,FALSE
"5583",2.896,11,2.896,0.014548848527618,TRUE,1.60641176826826,0.836003189786578,0.72,1.05171759176145,0.363162151851329,-1.05171759176145,-2.896,FALSE
"5584",1.73,11,1.73,0.11154987969505,FALSE,0.959631339469646,0.499407982849026,0.72,0.6282705227028,0.363162151851329,-0.6282705227028,-1.73,FALSE
"5585",0.431,11,0.431,0.674792843191184,FALSE,0.239075784573074,0.124418983010364,0.72,0.156522887447923,0.363162151851329,-0.156522887447923,-0.431,FALSE
"5586",1.14,15,1.14,0.272163197604349,FALSE,0.552981225082839,0.285,0.72,0.360034743023195,0.315819950020346,0.360034743023195,1.14,FALSE
"5587",0.19,15,0.19,0.851856469388125,FALSE,0.0921635375138065,0.0475,0.72,0.0600057905038658,0.315819950020346,-0.0600057905038658,-0.19,FALSE
"5588",1.49,30,1.49,0.146663809350751,FALSE,0.526794551983978,0.267611900019895,0.72,0.340183042569838,0.228310766825395,-0.340183042569838,-1.49,FALSE
"5589",1.27,40,1.27,0.211423030195506,FALSE,0.391930508903713,0.19834067759853,0.72,0.252545830363981,0.198854984538568,-0.252545830363981,-1.27,FALSE
"5590",0.668,30,0.668,0.509240582969385,FALSE,0.236173664916307,0.119976341753886,0.72,0.152511592239364,0.228310766825395,0.152511592239364,0.668,FALSE
"5591",1.89,62,1.89,0.0634348470205455,FALSE,0.4725,0.238117617995813,0.72,0.303744684956985,0.160711473522215,0.303744684956985,1.89,FALSE
"5592",1.75,24,1.75,0.0928950889461886,FALSE,0.686406472983644,0.35,0.72,0.44419381243542,0.253825035677383,0.44419381243542,1.75,FALSE
"5593",2.24,46,2.24,0.0299647616537013,TRUE,0.646632301492381,0.326737580955284,0.72,0.416308102705671,0.185851831565032,-0.416308102705671,-2.24,FALSE
"5594",1.01,46,1.01,0.317778696949443,FALSE,0.291561885940761,0.147323641412874,0.72,0.187710349880682,0.185851831565032,-0.187710349880682,-1.01,FALSE
"5595",3.48,52,3.48,0.00102352371667358,TRUE,0.947136033876162,0.478014762541438,0.72,0.609368718515161,0.175105953596311,0.609368718515161,3.48,FALSE
"5596",0.76,19,0.76,0.4565821667404,FALSE,0.331691193158708,0.169941166289984,0.72,0.215231173813227,0.283198912912141,-0.215231173813227,-0.76,FALSE
"5597",2.07,19,2.07,0.0523244645530623,FALSE,0.903422065577008,0.462866071342456,0.72,0.586221749728131,0.283198912912141,0.586221749728131,2.07,FALSE
"5598",2.58,64,2.58,0.0121856952876658,TRUE,0.635152093453357,0.320009615240158,0.72,0.408249509139854,0.158236243852656,0.408249509139854,2.58,FALSE
"5599",1.61,64,1.61,0.112319667831285,FALSE,0.396354600953451,0.199695922688626,0.72,0.254760352602777,0.158236243852656,0.254760352602777,1.61,FALSE
"5600",2.25,16,2.25,0.038873550212863,TRUE,1.06066017177982,0.545705156331749,0.72,0.689892560657209,0.306618915847649,-0.689892560657209,-2.25,FALSE
"5601",2.53,57,2.53,0.0141942604081189,TRUE,0.658755889562969,0.332205275135098,0.72,0.423639447174902,0.167446421808262,0.423639447174902,2.53,FALSE
"5602",2.41,5,2.41,0.0608640724003382,FALSE,1.82178875990448,0.98387838001791,0.93,1.04253210660997,0.432585936352684,-1.04253210660997,-2.41,FALSE
"5603",2.06,26,2.06,0.0495392121841394,TRUE,0.778606814399008,0.396447184843543,0.72,0.503451881119073,0.244394117048094,0.503451881119073,2.06,FALSE
"5604",2.12,26,2.12,0.043710100429196,TRUE,0.801284682779562,0.407994190227336,0.72,0.518115528141959,0.244394117048094,0.518115528141959,2.12,FALSE
"5605",2.07,35,2.07,0.0458947540495962,TRUE,0.680611807444179,0.345,0.72,0.43897130608437,0.212063432891,-0.43897130608437,-2.07,FALSE
"5606",1.23,35,1.23,0.226900894511384,FALSE,0.404421508771179,0.205,0.72,0.26083802245593,0.212063432891,-0.26083802245593,-1.23,FALSE
"5609",0.27,58,0.27,0.788118629964679,FALSE,0.0697137002317335,0.0351510059648225,0.72,0.0448285603595575,0.166031705035398,-0.0448285603595575,-0.27,FALSE
"5610",4.58,59,4.58,2.45401498726316e-05,TRUE,1.17281782018533,0.591275457520999,0.72,0.754107319067011,0.1646522530714,0.754107319067011,4.58,FALSE
"5611",2.15,38,2.15,0.0379829421111144,TRUE,0.679889696936201,0.344275530680937,0.72,0.438247497232411,0.203836045224377,0.438247497232411,2.15,FALSE
"5612",3.08,38,3.08,0.00383580164987452,TRUE,0.973981519331861,0.493194713719668,0.72,0.627815019291082,0.203836045224377,-0.627815019291082,-3.08,FALSE
"5613",0.44,42,0.44,0.662193153978913,FALSE,0.132664991614216,0.0670993709463461,0.72,0.0854577447333496,0.194222147121249,-0.0854577447333496,-0.44,FALSE
"5614",1.78,42,1.78,0.0823116646694828,FALSE,0.536690193348419,0.271447455192036,0.72,0.345715421875824,0.194222147121249,0.345715421875824,1.78,FALSE
"5615",1.95,41,1.95,0.0580365992944283,FALSE,0.594744424297158,0.300891532426079,0.72,0.383170342149981,0.196497611358965,0.383170342149981,1.95,FALSE
"5616",2.81,41,2.81,0.00755969909990251,TRUE,0.857041965269238,0.433592413393478,0.72,0.552158287918691,0.196497611358965,-0.552158287918691,-2.81,FALSE
"5617",4.52,42,4.52,4.97500970861875e-05,TRUE,1.36283127749149,0.689293537903373,0.72,0.877884104988046,0.194222147121249,-0.877884104988046,-4.52,FALSE
"5618",3.25,42,3.25,0.00227582913531332,TRUE,0.979911869877732,0.495620353580965,0.72,0.63122197814406,0.194222147121249,0.63122197814406,3.25,FALSE
"5619",1.97,42,1.97,0.0554556571570277,FALSE,0.593977348818194,0.300422183555231,0.72,0.382617629828861,0.194222147121249,-0.382617629828861,-1.97,FALSE
"5620",1.72,42,1.72,0.0927941813184932,FALSE,0.518599512673753,0.26229754097208,0.72,0.334062093048549,0.194222147121249,0.334062093048549,1.72,FALSE
"5621",3.48,41,3.48,0.00120346691661588,TRUE,1.06139004951493,0.53697565786808,0.72,0.683811687529198,0.196497611358965,0.683811687529198,3.48,FALSE
"5622",2.91,42,2.91,0.0057585780154632,TRUE,0.877398012721292,0.44377083966788,0.72,0.565186448122835,0.194222147121249,0.565186448122835,2.91,FALSE
"5623",2.28,41,2.28,0.0278783875212414,TRUE,0.695393480716677,0.35181163791357,0.72,0.44801455389844,0.196497611358965,-0.44801455389844,-2.28,FALSE
"5624",1.94,41,1.94,0.0592793266098841,FALSE,0.591694452890506,0.299348498926458,0.72,0.381205366036392,0.196497611358965,-0.381205366036392,-1.94,FALSE
"5625",2.05,42,2.05,0.0466412277190962,TRUE,0.618098256384415,0.31262206918184,0.72,0.398155401598561,0.194222147121249,-0.398155401598561,-2.05,FALSE
"5626",1.22,41,1.22,0.229436109175987,FALSE,0.372096511611555,0.188250086953752,0.72,0.239727085857937,0.196497611358965,0.239727085857937,1.22,FALSE
"5627",1.13,41,1.13,0.265043822094101,FALSE,0.344646768951687,0.174362785457164,0.72,0.22204230083563,0.196497611358965,0.22204230083563,1.13,FALSE
"5628",0.08,41,0.08,0.936626476054605,FALSE,0.0243997712532167,0.0123442679969674,0.72,0.0157198089087172,0.196497611358965,-0.0157198089087172,-0.08,FALSE
"5629",2.33,125,2.33,0.021409154411737,TRUE,0.413508133387909,0.207572897885316,0.72,0.265234763826042,0.113834662586284,0.265234763826042,2.33,FALSE
"5630",2.79,125,2.79,0.00609718751799093,TRUE,0.495144932254192,0.248552954978555,0.72,0.317598708615733,0.113834662586284,-0.317598708615733,-2.79,FALSE
"5632",3.75,44,3.75,0.000512983033406744,TRUE,1.10581467116173,0.559016994374947,0.72,0.712120343875246,0.189898758366732,-0.712120343875246,-3.75,FALSE
"5633",1.17,39,1.17,0.249101444860916,FALSE,0.365446602819338,0.18499324311985,0.72,0.235520183835707,0.201299302423681,-0.235520183835707,-1.17,FALSE
"5634",2.68,34,2.68,0.0112681272945818,TRUE,0.893333333333333,0.453002680534485,0.72,0.576295263318162,0.21503554601424,0.576295263318162,2.68,FALSE
"5635",0.14,34,0.14,0.889486073775994,FALSE,0.0466666666666667,0.0236643191323985,0.72,0.0301049764419936,0.21503554601424,-0.0301049764419936,-0.14,FALSE
"5636",3.57,75,3.57,0.000627107730736043,TRUE,0.813678515921815,0.409507084958953,0.72,0.522675085628554,0.146407587010799,0.522675085628554,3.57,FALSE
"5637",2.48,36,2.48,0.0179519020590386,TRUE,0.804618248808582,0.407709488517286,0.72,0.518843941398849,0.209211266693084,-0.518843941398849,-2.48,FALSE
"5638",2.4,37,2.4,0.0215423345667498,TRUE,0.768615138264418,0.38933141071383,0.72,0.495530854427995,0.206471189344998,-0.495530854427995,-2.4,FALSE
"5639",4.31,37,4.31,0.000115929954012106,TRUE,1.38030468579985,0.699174325073587,0.72,0.889890826076941,0.206471189344998,0.889890826076941,4.31,FALSE
"5640",2.61,14,2.61,0.0205728775570475,TRUE,1.305,0.673899102240091,0.72,0.850607353612865,0.325903200617956,-0.850607353612865,-2.61,FALSE
"5641",3.6,20,3.6,0.0017883419940703,TRUE,1.5350451577604,0.785584404849573,0.72,0.995433415664603,0.276509282129056,0.995433415664603,3.6,FALSE
"5642",3.84,20,3.84,0.00102246776224435,TRUE,1.63738150161109,0.837956698506211,0.72,1.06179564337558,0.276509282129056,1.06179564337558,3.84,FALSE
"5643",4.81,31,4.81,3.70006286627422e-05,TRUE,1.67462705029381,0.850295904376823,0.72,1.08110862523358,0.224762707948769,-1.08110862523358,-4.81,FALSE
"5644",2.38,24,2.38,0.0256049724902967,TRUE,0.933512803257756,0.476,0.72,0.604103584912172,0.253825035677383,-0.604103584912172,-2.38,FALSE
"5645",4.06,13,4.06,0.00135076911520304,TRUE,2.09657498474695,1.08508064216444,0.72,1.36829905808754,0.337019472435356,1.36829905808754,4.06,FALSE
"5646",2.5,31,2.5,0.0179202268133862,TRUE,0.870388279778489,0.441941738241592,0.72,0.561906769871923,0.224762707948769,-0.561906769871923,-2.5,FALSE
"5647",2.18,24,2.18,0.0392965328628569,TRUE,0.855066349202482,0.436,0.72,0.553338577776695,0.253825035677383,0.553338577776695,2.18,FALSE
"5648",5.08,194,5.08,8.83443451504817e-07,TRUE,0.725714285714286,0.363786356012032,0.72,0.465126176328663,0.0915602709308392,-0.465126176328663,-5.08,FALSE
"5649",1.21,193,1.21,0.227758802034844,FALSE,0.173299799517543,0.0868729371927463,0.72,0.111072458643689,0.0917954203666854,-0.111072458643689,-1.21,FALSE
"5650",0.59,193,0.59,0.555880772551943,FALSE,0.0845015551366531,0.0423595313584465,0.72,0.0541592980163444,0.0917954203666854,-0.0541592980163444,-0.59,FALSE
"5653",1.08,9,1.08,0.308232640786811,FALSE,0.651264504287969,0.341525987298185,0.93,0.36320768348747,0.336303410636546,-0.36320768348747,-1.08,FALSE
"5654",4.54,17,4.54,0.00028988206601932,TRUE,2.0830948635447,1.07008826219564,0.72,1.35373011057338,0.298178438452286,-1.35373011057338,-4.54,FALSE
"5655",4.05,11,4.05,0.00191555293057566,TRUE,2.24653579471218,1.16913429510899,0.72,1.47080671499788,0.363162151851329,1.47080671499788,4.05,FALSE
"5656",2.89,11,2.89,0.0147058446752937,TRUE,1.60308356709091,0.834271138979009,0.72,1.04953861885034,0.363162151851329,1.04953861885034,2.89,FALSE
"5657",2.39,17,2.39,0.0287008310979571,TRUE,1.09660720790129,0.563328402345283,0.72,0.712646467900964,0.298178438452286,0.712646467900964,2.39,FALSE
"5658",2.63,14,2.63,0.0197864453876668,TRUE,1.315,0.679063080035034,0.72,0.857125417625224,0.325903200617956,-0.857125417625224,-2.63,FALSE
"5659",2.18,17,2.18,0.0436043827724983,TRUE,1.00025259967565,0.513830927662225,0.72,0.650028995825984,0.298178438452286,0.650028995825984,2.18,FALSE
"5660",4.07,17,4.07,0.000796792396153823,TRUE,1.86744407370637,0.95930819980975,0.72,1.2135862445008,0.298178438452286,1.2135862445008,4.07,FALSE
"5661",2.07,14,2.07,0.0574272527263029,FALSE,1.035,0.534471701776624,0.72,0.674619625279169,0.325903200617956,0.674619625279169,2.07,FALSE
"5662",1.47,21,1.47,0.156386028910137,FALSE,0.6130323773278,0.313405053042747,0.72,0.397300703842562,0.270272587648001,-0.397300703842562,-1.47,FALSE
"5663",3.32,37,3.32,0.00203124532562393,TRUE,1.06325094126578,0.538575118154132,0.72,0.685484348625393,0.206471189344998,0.685484348625393,3.32,FALSE
"5664",2.25,21,2.25,0.0352971281545584,TRUE,0.938314863256837,0.479701611800123,0.72,0.608113322208003,0.270272587648001,0.608113322208003,2.25,FALSE
"5665",0.78,30,0.78,0.441501710893428,FALSE,0.275771644662754,0.140092135580884,0.72,0.178082398123808,0.228310766825395,-0.178082398123808,-0.78,FALSE
"5666",2.66,15,2.66,0.0178313406408701,TRUE,1.29028952519329,0.665,0.72,0.840081067054122,0.315819950020346,-0.840081067054122,-2.66,FALSE
"5667",0.72,15,0.72,0.482594229528901,FALSE,0.349251300052319,0.18,0.72,0.227390364014649,0.315819950020346,-0.227390364014649,-0.72,FALSE
"5668",5.31,31,5.31,8.82855885286915e-06,TRUE,1.84870470624951,0.938684252025142,0.72,1.19348997920796,0.224762707948769,1.19348997920796,5.31,FALSE
"5669",3.49,31,3.49,0.00147195452625426,TRUE,1.21506203857077,0.616950666585263,0.72,0.784421850741205,0.224762707948769,-0.784421850741205,-3.49,FALSE
"5670",0.03,12,0.03,0.976560230625323,FALSE,0.0160356745147455,0.00832050294337844,0.72,0.0104807509833612,0.34935836611204,-0.0104807509833612,-0.03,FALSE
"5671",2.38,12,2.38,0.0347628087634582,TRUE,1.27216351150314,0.660093233508023,0.72,0.831472911346655,0.34935836611204,0.831472911346655,2.38,FALSE
"5672",0.75,12,0.75,0.467705114414148,FALSE,0.400891862868637,0.208012573584461,0.72,0.26201877458403,0.34935836611204,-0.26201877458403,-0.75,FALSE
"5673",0.69,12,0.69,0.503320611129688,FALSE,0.368820513839146,0.191371567697704,0.72,0.241057272617308,0.34935836611204,0.241057272617308,0.69,FALSE
"5674",2.36,12,2.36,0.0360513231300361,TRUE,1.26147306182664,0.65454623154577,0.72,0.824485744024415,0.34935836611204,0.824485744024415,2.36,FALSE
"5675",0.2,12,0.2,0.8448298338164,FALSE,0.10690449676497,0.0554700196225229,0.72,0.069871673222408,0.34935836611204,0.069871673222408,0.2,FALSE
"5676",4.01,7,4.01,0.00512430710099743,TRUE,2.67333333333333,1.41774909627903,0.93,1.50563999287283,0.375471319918411,1.50563999287283,4.01,FALSE
"5677",0.58,3,0.58,0.602605009660055,FALSE,0.518767770779951,0.29,0.93,0.306013743954597,0.527609903369994,-0.306013743954597,-0.58,FALSE
"5678",0.25,4,0.25,0.814902011459181,FALSE,0.204124145231932,0.111803398874989,0.93,0.118265851119975,0.473063404479902,0.118265851119975,0.25,FALSE
"5679",0.14,7,0.14,0.892603154632496,FALSE,0.0933333333333333,0.0494974746830583,0.93,0.0525659847885776,0.375471319918411,0.0525659847885776,0.14,FALSE
"5680",2.26,28,2.26,0.0317900328419758,TRUE,0.82523531997445,0.419671464280137,0.72,0.533229343874545,0.235942187555108,0.533229343874545,2.26,FALSE
"5681",0.99,20,0.99,0.334001101821705,FALSE,0.422137418384109,0.216035711333632,0.72,0.273744189307766,0.276509282129056,-0.273744189307766,-0.99,FALSE
"5682",2.85,58,2.85,0.0060434556490836,TRUE,0.735866835779409,0.371038396295348,0.72,0.473190359350885,0.166031705035398,-0.473190359350885,-2.85,FALSE
"5683",0.11,19,0.11,0.913562935389519,FALSE,0.0480079358519183,0.0245967477524977,0.72,0.0311518804203355,0.283198912912141,0.0311518804203355,0.11,FALSE
"5684",0.37,19,0.37,0.715474671382267,FALSE,0.161481238774634,0.0827345151674922,0.72,0.104783597777492,0.283198912912141,-0.104783597777492,-0.37,FALSE
"5685",2.34,17,2.34,0.0317410558176721,TRUE,1.07366563451423,0.551543289325507,0.72,0.697737545978349,0.298178438452286,-0.697737545978349,-2.34,FALSE
"5686",2.38,20,2.38,0.0273759121372139,TRUE,1.01483540985271,0.519358578761662,0.72,0.658092091467154,0.276509282129056,-0.658092091467154,-2.38,FALSE
"5687",1.07,17,1.07,0.299576936325444,FALSE,0.490949670483002,0.252201418623202,0.72,0.319050929143946,0.298178438452286,0.319050929143946,1.07,FALSE
"5688",0.29,20,0.29,0.77480157988605,FALSE,0.123656415486254,0.0632831881684378,0.72,0.0801876918174264,0.276509282129056,-0.0801876918174264,-0.29,FALSE
"5689",4.61,13,4.61,0.000488733789747453,TRUE,2.38059376346883,1.23207432521628,0.72,1.55365976792699,0.337019472435356,-1.55365976792699,-4.61,FALSE
"5690",2.79,20,2.79,0.0113041844242736,TRUE,1.18965999726431,0.608827913758419,0.72,0.771460897140067,0.276509282129056,0.771460897140067,2.79,FALSE
"5691",2.51,41,2.51,0.0161141450637994,TRUE,0.765542823069675,0.387301408404851,0.72,0.493209004511002,0.196497611358965,-0.493209004511002,-2.51,FALSE
"5692",2.82,102,2.82,0.0057711285313129,TRUE,0.553047501089679,0.277862856442331,0.72,0.354914556943588,0.125856225866521,0.354914556943588,2.82,FALSE
"5693",0.33,102,0.33,0.742076750359236,FALSE,0.0647183245956007,0.0325158661794217,0.72,0.0415325545359518,0.125856225866521,0.0415325545359518,0.33,FALSE
"5695",2.22,106,2.22,0.0285478007558524,TRUE,0.427239199200323,0.214615500568137,0.72,0.274150136185149,0.123491052335653,-0.274150136185149,-2.22,FALSE
"5696",4.51,57,4.51,3.28359749626195e-05,TRUE,1.17430397704703,0.592192012197349,0.72,0.75518336235526,0.167446421808262,-0.75518336235526,-4.51,FALSE
"5701",1.99,15,1.99,0.0651391802012335,FALSE,0.965291787644605,0.4975,0.72,0.628481700540489,0.315819950020346,0.628481700540489,1.99,FALSE
"5702",1.23,15,1.23,0.237639981828766,FALSE,0.596637637589379,0.3075,0.72,0.388458538525026,0.315819950020346,0.388458538525026,1.23,FALSE
"5703",1.27,13,1.27,0.226346264974666,FALSE,0.655825179957789,0.339421777228779,0.72,0.428014729992902,0.337019472435356,-0.428014729992902,-1.27,FALSE
"5705",2.37,25,2.37,0.0258158325616407,TRUE,0.912213425319609,0.464795240277496,0.72,0.590072332089288,0.248975667548223,-0.590072332089288,-2.37,FALSE
"5706",4.99,25,4.99,3.82480114313744e-05,TRUE,1.92065189550416,0.978619514339538,0.72,1.24238858106563,0.248975667548223,-1.24238858106563,-4.99,FALSE
"5707",5.04,19,5.04,7.27121927017738e-05,TRUE,2.1996363335788,1.12697826065989,0.72,1.42732252107719,0.283198912912141,1.42732252107719,5.04,FALSE
"5708",4.14,39,4.14,0.000179776277321686,TRUE,1.29311874843766,0.654591475654854,0.72,0.833379112034039,0.201299302423681,0.833379112034039,4.14,FALSE
"5709",4.15,39,4.15,0.000174422372352101,TRUE,1.29624222367543,0.656172614484939,0.72,0.835392105058276,0.201299302423681,0.835392105058276,4.15,FALSE
"5710",2.25,58,2.25,0.0282579194197783,TRUE,0.580947501931113,0.292925049706854,0.72,0.373571336329646,0.166031705035398,-0.373571336329646,-2.25,FALSE
"5711",1.9,58,1.9,0.0624082106180219,FALSE,0.490577890519606,0.247358930863565,0.72,0.315460239567257,0.166031705035398,-0.315460239567257,-1.9,FALSE
"5712",5.33,46,5.33,2.88218074828706e-06,TRUE,1.53863846739035,0.777460404683778,0.72,0.990590262241619,0.185851831565032,-0.990590262241619,-5.33,FALSE
"5713",1,51,1,0.322031698835652,FALSE,0.274721127897378,0.138675049056307,0.72,0.176767951131807,0.176767951131807,0.176767951131807,1,FALSE
"5714",4.24,7,4.24,0.0038403077443383,TRUE,2.82666666666667,1.49906637611548,0.93,1.59199839645406,0.375471319918411,-1.59199839645406,-4.24,FALSE
"5715",3,7,3,0.0199421261319925,TRUE,2,1.06066017177982,0.93,1.12641395975523,0.375471319918411,-1.12641395975523,-3,FALSE
"5716",3.25,7,3.25,0.0140572847151939,TRUE,2.16666666666667,1.14904851942814,0.93,1.22028178973484,0.375471319918411,1.22028178973484,3.25,FALSE
"5717",2.31,14,2.31,0.0366483675798168,TRUE,1.155,0.596439435315942,0.72,0.752836393427478,0.325903200617956,-0.752836393427478,-2.31,FALSE
"5718",2.3,36,2.3,0.0273534059643437,TRUE,0.746218537201508,0.378117670802322,0.72,0.481185913394094,0.209211266693084,0.481185913394094,2.3,FALSE
"5719",2.09,40,2.09,0.0430202533494317,TRUE,0.644988002841544,0.326403162347187,0.72,0.415606917685607,0.198854984538568,0.415606917685607,2.09,FALSE
"5720",2.28,40,2.28,0.0280139876300858,TRUE,0.703623275827139,0.356076177106022,0.72,0.453389364747935,0.198854984538568,-0.453389364747935,-2.28,FALSE
"5721",2.59,24,2.59,0.0160631972287253,TRUE,1.01588158001579,0.518,0.72,0.657406842404422,0.253825035677383,0.657406842404422,2.59,FALSE
"5722",1.25,40,1.25,0.218563574311158,FALSE,0.38575837490523,0.195217202360758,0.72,0.24856873067321,0.198854984538568,0.24856873067321,1.25,FALSE
"5723",0.21,30,0.21,0.835087382261527,FALSE,0.0742462120245875,0.0377171134256227,0.72,0.0479452610333329,0.228310766825395,-0.0479452610333329,-0.21,FALSE
"5724",0.31,15,0.31,0.760826175480925,FALSE,0.150372087522526,0.0775,0.72,0.0979041845063074,0.315819950020346,0.0979041845063074,0.31,FALSE
"5725",4.45,23,4.45,0.000183372339161547,TRUE,1.78,0.908352446282095,0.72,1.15241376132311,0.258969384566991,1.15241376132311,4.45,FALSE
"5726",4.27,17,4.27,0.000517338884425955,TRUE,1.9592103672546,1.00644865188885,0.72,1.27322193219126,0.298178438452286,-1.27322193219126,-4.27,FALSE
