"","tvalues","df","t","pval","rej","D2","D1","p.one.samp","D","SE","Dr","tr","exclude"
"26533",2.85,11,2.85,0.0157967296870751,TRUE,1.5808955592419,0.822724133595217,0.72,1.03501213277629,0.363162151851329,-1.03501213277629,-2.85,FALSE
"26018",2.84,15,2.84,0.0124150589623668,TRUE,1.37760235020637,0.71,0.72,0.896928658057784,0.315819950020347,-0.896928658057784,-2.84,FALSE
"22413",0.36,15,0.36,0.723865623381645,FALSE,0.17462565002616,0.09,0.72,0.113695182007325,0.315819950020346,0.113695182007325,0.36,FALSE
"18504",2.86,7,2.86,0.0243375994183732,TRUE,1.90666666666667,1.01116269709676,0.93,1.07384797496666,0.375471319918411,1.07384797496666,2.86,FALSE
"7401",3,13,3,0.0102388977138825,TRUE,1.54919333848297,0.801783725737273,0.72,1.01105841730607,0.337019472435356,1.01105841730607,3,FALSE
"22459",0.96,15,0.96,0.352275242145953,FALSE,0.465668400069759,0.24,0.72,0.303187152019533,0.315819950020346,0.303187152019533,0.96,FALSE
"8934",1.75,24,1.75,0.0928950889461886,FALSE,0.686406472983644,0.35,0.72,0.44419381243542,0.253825035677383,-0.44419381243542,-1.75,FALSE
"18364",2.75,19,2.75,0.0127349655491351,TRUE,1.20019839629796,0.614918693812442,0.72,0.778797010508387,0.283198912912141,0.778797010508387,2.75,FALSE
"23344",1.73,15,1.73,0.104145774164271,FALSE,0.839173262625712,0.4325,0.72,0.546368513535199,0.315819950020347,0.546368513535199,1.73,FALSE
"491",5.91,24,5.91,4.25304367412949e-06,TRUE,2.31809271733334,1.182,0.72,1.50010596085333,0.253825035677383,1.50010596085333,5.91,FALSE
"6406",3.8,17,3.8,0.00143084619859835,TRUE,1.74355957741627,0.89566858950296,0.72,1.13307806611869,0.298178438452286,-1.13307806611869,-3.8,FALSE
"8862",2.8,31,2.8,0.00871814813778737,TRUE,0.974834873351908,0.494974746830583,0.72,0.629335582256554,0.224762707948769,0.629335582256554,2.8,FALSE
"4537",2.31,26,2.31,0.0290852983814449,TRUE,0.873097932651315,0.444559707276012,0.72,0.564550410381097,0.244394117048094,-0.564550410381097,-2.31,FALSE
"21046",4.5,54,4.5,3.65574937379876e-05,TRUE,1.20267558860591,0.606779876216918,0.72,0.773630675685836,0.171917927930186,0.773630675685836,4.5,FALSE
"5372",1.87,118,1.87,0.0639620009665725,FALSE,0.341413727511554,0.171422618944276,0.72,0.219020129343113,0.117123063819847,0.219020129343113,1.87,FALSE
"9774",2.196,14,2.196,0.045439629313051,TRUE,1.098,0.567004761884766,0.72,0.715683428557031,0.325903200617956,-0.715683428557031,-2.196,FALSE
"23464",1.156,4,1.156,0.312025569725228,FALSE,0.943870047552451,0.516978916397951,0.93,0.546861295578766,0.473063404479902,0.546861295578766,1.156,FALSE
"17210",1.92,14,1.92,0.0754679359951553,FALSE,0.96,0.495741868314549,0.72,0.625734145186476,0.325903200617956,0.625734145186476,1.92,FALSE
"1141",2.13,46,2.13,0.0385528110962023,TRUE,0.614878036686951,0.310692431890515,0.72,0.395864401233517,0.185851831565032,-0.395864401233517,-2.13,FALSE
"15435",0.112,8,0.112,0.913582625092197,FALSE,0.0708350195877717,0.0373333333333333,0.93,0.039678451371144,0.354271887242357,-0.039678451371144,-0.112,FALSE
"4126",3.6,11,3.6,0.0041699278371734,TRUE,1.99692070641082,1.03923048454133,0.72,1.30738374666479,0.363162151851329,1.30738374666479,3.6,FALSE
"5536",3.49,23,3.49,0.00197561913055244,TRUE,1.396,0.712393266859441,0.72,0.903803152138798,0.258969384566991,-0.903803152138798,-3.49,FALSE
"18870",5.96,16,5.96,1.99788457493355e-05,TRUE,2.80957094391455,1.44551232521654,0.72,1.82744873845199,0.306618915847649,-1.82744873845199,-5.96,FALSE
"20231",2.84,13,2.84,0.0139212583218988,TRUE,1.46656969376388,0.759021927031285,0.72,0.95713530171641,0.337019472435356,-0.95713530171641,-2.84,FALSE
"21940",1.56,5,1.56,0.179507086113331,FALSE,1.17924915578879,0.636867333123626,0.93,0.674834060710188,0.432585936352684,-0.674834060710188,-1.56,FALSE
"6550",3.98,26,3.98,0.000492524735760114,TRUE,1.50429860257672,0.765951357124903,0.72,0.972688585851413,0.244394117048094,-0.972688585851413,-3.98,FALSE
"5886",4.55,16,4.55,0.000327868133252585,TRUE,2.14489056959919,1.10353709391532,0.72,1.3951160671068,0.306618915847649,1.3951160671068,4.55,FALSE
"16246",1.7,12,1.7,0.114879865395209,FALSE,0.908688222502243,0.471495166791445,0.72,0.593909222390468,0.34935836611204,-0.593909222390468,-1.7,FALSE
"19537",2.32,38,2.32,0.0258098955439103,TRUE,0.733648417159064,0.371497316827802,0.72,0.472899624920555,0.203836045224377,-0.472899624920555,-2.32,FALSE
"13354",3.333,8,3.333,0.01033817748084,TRUE,2.10797428826824,1.111,0.93,1.18078820017878,0.354271887242357,-1.18078820017878,-3.333,FALSE
