-0.120,0.100
-0.070,0.070
-0.160,0.080
-0.270,0.080
0.770,0.410
-0.102,0.030
0.004,0.025
-0.078,0.025
-0.029,0.013
-0.023,0.030
0.079,0.029
-0.015,0.027
0.009,0.023
-0.079,0.034
-0.076,0.032
-0.063,0.038
-0.038,0.022
-0.052,0.042
-0.046,0.027
-0.015,0.044
0.053,0.034
-0.191,0.067
-0.157,0.054
-0.095,0.063
0.138,0.065
0.111,0.065
0.080,0.077
0.053,0.065
-0.118,0.074
-0.074,0.081
-0.153,0.114
-0.171,0.145
-0.030,0.038
-0.056,0.055
0.002,0.053
0.002,0.045
-0.089,0.067
-0.018,0.086
-0.155,0.128
-0.174,0.158
-0.258,0.171
-0.207,0.162
-0.158,0.193
-0.156,0.200
-0.054,0.104
-0.047,0.094
-0.089,0.096
-0.065,0.096
-0.204,0.161
-0.160,0.174
-0.069,0.197
-0.091,0.228
-0.172,0.079
-0.121,0.071
-0.183,0.106
-0.213,0.141
-0.044,0.043
-0.058,0.056
0.018,0.055
-0.008,0.057
-0.128,0.072
-0.063,0.077
-0.201,0.123
-0.205,0.155
-0.226,0.187
-0.161,0.171
-0.132,0.197
-0.128,0.210
-0.057,0.104
-0.034,0.103
-0.103,0.095
-0.097,0.108
-0.169,0.164
-0.127,0.187
-0.029,0.193
-0.032,0.229
-0.226,0.443
0.065,0.224
0.202,0.253
-0.531,0.349
0.106,0.171
0.149,0.503
0.242,0.257
-0.090,0.310
-0.190,0.122
-0.165,0.041
-0.074,0.078
-0.098,0.097
0.009,0.058
-0.051,0.085
-0.230,0.073
-0.180,0.069
-0.185,0.073
-0.390,0.052
0.166,0.143
-0.208,0.284
-0.191,0.082
-0.150,0.243
-2.235,1.414
-0.217,0.062
-0.598,0.139
-0.002,0.133
-0.384,0.058
0.105,0.162
-0.166,0.272
-0.194,0.067
-0.152,0.281
-2.024,1.515
-0.147,0.053
-0.638,0.187
0.016,0.143
-0.137,0.072
-0.112,0.079
0.057,0.115
0.016,0.099
-0.208,0.150
-0.247,0.042
-0.260,0.097
-0.123,0.158
-0.107,0.068
0.005,0.082
-0.165,0.041
-0.062,0.106
-0.122,0.061
-0.055,0.055
-0.143,0.061
-0.145,0.060
-0.174,0.100
-0.080,0.070
0.013,0.022
0.049,0.023
0.004,0.023
0.008,0.023
-0.120,0.042
-0.104,0.050
-0.039,0.021
0.008,0.024
-0.052,0.022
-0.063,0.022
-0.105,0.075
-0.088,0.076
-0.121,0.061
0.086,0.118
-0.157,0.117
-0.280,0.068
-0.240,0.062
-0.290,0.066
-0.065,0.107
-0.177,0.183
-0.198,0.099
-0.046,0.085
-0.227,0.129
-0.081,0.143
0.070,0.253
-0.190,0.386
0.090,0.191
-0.055,0.128
-0.022,0.175
-0.355,0.231
-0.234,0.238
-0.290,0.232
0.072,0.230
0.068,0.188
0.008,0.514
0.392,0.372
-0.143,0.159
-0.026,0.273
-0.072,0.074
-0.089,0.050
-0.071,0.045
-0.120,0.124
-0.082,0.037
-0.064,0.045
0.066,0.095
-0.109,0.032
-0.091,0.053
-0.213,0.069
-0.113,0.033
-0.113,0.034
-0.125,0.180
-0.113,0.033
-0.087,0.052
0.018,0.142
-0.135,0.036
-0.125,0.064
-0.080,0.078
-0.061,0.033
-0.260,0.126
-0.126,0.129
-0.071,0.038
-0.170,0.101
0.055,0.101
-0.079,0.037
-0.083,0.109
-0.253,0.076
-0.047,0.041
-0.268,0.121
-0.164,0.201
-0.047,0.056
-0.124,0.115
0.016,0.147
-0.124,0.054
-0.074,0.126
-0.102,0.058
-0.247,0.342
-0.153,0.122
0.030,0.585
0.035,0.094
0.360,0.479
-0.269,0.080
-0.156,0.207
-0.186,0.184
-0.265,0.657
-0.024,0.133
-0.056,0.654
-0.098,0.067
-0.083,0.122
-0.095,0.098
-0.266,0.065
-0.122,0.184
-0.157,0.097
-0.033,0.089
-0.089,0.035
-0.277,0.132
-0.076,0.127
-0.060,0.042
-0.162,0.117
-0.099,0.115
-0.059,0.036
-0.037,0.102
-0.200,0.082
-0.082,0.042
-0.300,0.129
-0.129,0.193
-0.038,0.064
-0.127,0.120
0.055,0.159
-0.103,0.063
-0.088,0.141
-0.079,0.058
-0.250,0.299
-0.077,0.127
0.070,0.607
0.092,0.113
0.506,0.556
-0.248,0.076
-0.132,0.213
-0.125,0.185
-0.339,0.756
0.031,0.146
-0.013,0.734
-0.015,0.019
0.011,0.016
-0.076,0.051
-0.037,0.028
-0.023,0.027
-0.09,0.072
-0.031,0.028
-0.038,0.021
0.035,0.041
0.002,0.021
-0.003,0.022
-0.017,0.065
-0.09,0.081
-0.044,0.082
0.041,0.058
0.124,0.114
0.002,0.101
-0.178,0.099
0.035,0.076
-0.059,0.085
-0.014,0.112
0.065,0.132
0.013,0.139
-0.158,0.117
-0.025,0.018
-0.018,0.016
-0.04,0.030
-0.042,0.020
-0.006,0.020
-0.011,0.023
-0.095,0.083
-0.043,0.082
-0.033,0.085
-0.174,0.095
-0.228,0.051
-0.176,0.049
-0.168,0.049
-0.187,0.083
-0.169,0.080
-0.18,0.069
-0.184,0.073
-1.111,0.080
-0.91,0.078
-0.854,0.079
-1.031,0.129
-1.042,0.120
-1.01,0.107
-1.048,0.113
-1.212,0.099
-0.945,0.098
-1.612,0.427
-1.442,0.384
-1.416,0.545
-1.063,0.081
-1.149,0.150
-0.090,0.414
-0.150,0.444
-0.370,0.654
-0.790,0.657
-0.570,0.676
-0.590,0.610
-0.583,0.261
0.184,0.154
-0.179,0.085
-0.211,0.105
-0.2583,0.296
-0.115,0.044
-1.046,0.334
-0.842,0.184
-0.737,0.233
-0.384,0.070
-0.289,0.058
-0.357,0.072
-0.970,0.215
-1.873,0.378
-0.026,0.081
-0.496,0.131
0.031,0.043
0.346,0.198
0.050,0.079
0.274,0.090
0.127,0.052
0.222,0.078
0.104,0.048
0.000,0.013
-0.008,0.057
0.051,0.048
-0.043,0.009
0.014,0.033
-0.020,0.019
0.002,0.028
-0.026,0.069
-0.251,0.163
-0.452,0.063
-0.182,0.170
-0.438,0.059
-0.168,0.137
-0.360,0.061
0.125,0.062
0.330,0.162
0.264,0.120
0.095,0.122
0.310,0.073
0.123,0.120
0.230,0.099
-0.116,0.388
4.325,1.885
-2.099,1.130
0.487,1.015
0.073,0.040
0.096,0.033
-0.299,0.030
0.085,0.034
0.046,0.018
-0.087,0.048
0.016,0.040
0.004,0.069
0.116,0.071
0.131,0.063
-0.437,0.091
0.206,0.064
1.720,2.020
1.983,1.140
-0.620,0.580
-1.385,0.550
1.384,0.640
-0.144,0.153
-0.198,0.084
-0.230,0.079
-0.115,0.067
-0.098,0.039
-0.006,0.033
2.555,0.949
0.524,0.394
0.043,0.186
-0.016,0.017
-0.090,0.026
-0.951,0.555
-0.083,0.490
0.148,0.066
-0.295,0.072
-0.347,0.166
-0.347,0.064
-0.104,0.066
-0.079,0.048
-0.047,0.016
-0.042,0.011
-0.761,0.199
-0.734,0.152
-0.239,0.089
-0.201,0.080
-0.155,0.067
-0.145,0.069
4.025,5.758
6.015,5.880
-1.363,5.541
0.578,5.558
-2.832,2.170
-3.309,2.280
-4.157,3.790
-4.283,3.500
-3.064,3.200
-3.579,3.230
-5.074,4.080
-5.128,3.700
1.366,0.590
1.208,0.550
0.795,1.438
0.744,1.271
0.993,2.567
-0.275,2.553
0.877,8.197
0.591,7.211
0.214,0.046
-0.046,0.014
-0.22,0.046
-0.247,0.033
-0.049,0.014
-0.042,0.010
-0.364,0.044
-0.176,0.033
-0.195,0.012
-0.073,0.008
-0.407,0.153
0.051,0.059
-0.394,0.151
-0.396,0.113
0.061,0.060
0.133,0.069
-0.53,0.105
-0.407,0.162
-0.181,0.024
-0.026,0.053
-0.100,0.032
-0.080,0.026
-0.070,0.206
-0.270,0.139
-0.160,0.048
-0.060,0.043
-0.060,0.140
-0.050,0.114
-0.310,0.660
-0.470,0.681
0.180,0.300
0.330,0.111
-0.160,0.048
-0.070,0.027
-0.500,0.196
-0.270,0.105
-0.060,0.059
-0.090,0.069
-0.120,0.040
-0.040,0.043
-0.060,0.150
-0.070,0.143
-0.110,0.049
-0.090,0.043
-0.150,0.068
-0.110,0.043
0.160,0.296
-0.050,0.313
-0.140,0.059
-0.110,0.061
0.004,0.005
0.001,0.006
-0.002,0.004
-0.675,0.258
-0.648,0.249
-0.791,0.396
-0.890,0.445
-0.742,0.461
-0.844,0.425
-0.282,0.181
-0.373,0.272
0.046,0.041
0.023,0.023
-0.693,0.409
-0.953,0.483
-0.887,0.467
-0.378,0.325
-0.791,0.396
-0.743,0.461
-0.283,0.182
-0.135,0.173
-0.123,0.836
0.071,0.092
0.080,0.088
0.096,0.080
0.103,0.079
0.025,0.092
-0.135,0.173
0.103,0.091
-0.863,0.418
-0.762,0.440
-0.352,0.412
-0.693,0.409
-0.466,0.254
-0.257,0.214
-0.711,0.373
-0.500,0.271
-0.395,0.249
-0.118,0.055
-0.036,0.082
-0.034,0.066
0.047,0.059
-0.232,0.094
-0.077,0.144
-0.071,0.108
0.101,0.108
-0.053,0.041
-0.01,0.068
-0.02,0.054
0.018,0.054
-0.074,0.035
-0.054,0.048
-0.001,0.040
-0.032,0.042
-0.07,0.042
0.002,0.074
-0.011,0.044
0.038,0.073
-0.09,0.042
-0.092,0.049
-0.011,0.050
-0.079,0.042
0.128,0.110
-0.061,0.109
-0.152,0.122
-0.051,0.094
0.002,0.010
0.005,0.018
0.02,0.013
0.02,0.013
-0.121,0.067
-0.043,0.083
-0.071,0.081
0.028,0.066
-0.114,0.050
-0.024,0.101
0.01,0.058
0.107,0.067
-0.1,0.055
-0.027,0.083
-0.03,0.070
0.031,0.067
-0.104,0.052
-0.032,0.084
-0.035,0.072
0.045,0.063
-0.33,0.098
-0.223,0.130
-0.171,0.235
-0.109,0.191
-0.435,0.105
-0.254,0.157
-0.206,0.261
-0.064,0.207
-0.088,0.041
-0.08,0.051
-0.016,0.048
-0.074,0.041
-0.083,0.038
0.064,0.050
-0.013,0.044
-0.043,0.041
-0.149,0.085
-0.03,0.101
-0.135,0.136
-0.146,0.157
-0.232,0.095
-0.093,0.125
-0.148,0.155
-0.19,0.166
-0.113,0.060
-0.036,0.108
0.005,0.080
0.062,0.079
-0.135,0.063
-0.05,0.103
-0.076,0.069
0.024,0.096
-0.06,0.055
-0.068,0.065
