0.001,0.053
-0.046,0.060
-0.09,0.041
-0.04,0.055
-0.008,0.042
-0.021,0.048
-0.115,0.069
-0.066,0.090
-0.045,0.068
0.006,0.064
-0.2,0.175
0.209,0.226
-0.218,0.201
0.25,0.233
-0.03,0.096
0.048,0.204
0.057,0.141
0.025,0.209
-0.069,0.039
-0.046,0.053
-0.005,0.030
-0.002,0.035
0.131,0.106
0.2,0.146
0.028,0.101
-0.017,0.160
-0.154,0.046
-0.364,0.113
-0.0151,0.087
-0.333,0.140
-0.165,0.048
-0.096,0.104
-0.02,0.069
-0.019,0.089
-0.102,0.071
-0.196,0.134
-0.098,0.084
-0.1,0.130
0.072,0.068
0.025,0.125
0.068,0.069
0.057,0.125
-0.163,0.052
-0.143,0.085
-0.155,0.081
-0.037,0.103
-0.159,0.043
-0.085,0.086
-0.03,0.065
-0.028,0.075
-0.068,0.262
-0.465,0.381
0.680,0.368
2.031,0.384
-1.888,0.367
0.033,0.367
-0.116,0.387
0.798,0.389
0.699,0.397
-0.497,0.382
0.147,0.377
0.104,0.142
-0.012,0.121
0.098,0.073
-0.067,0.138
0.321,0.184
0.176,0.141
0.050,0.076
-0.234,0.107
0.094,0.204
0.105,0.184
0.248,0.094
-0.025,0.159
0.147,0.189
0.390,0.178
0.043,0.101
0.073,0.131
-0.099,0.170
0.148,0.245
0.209,0.154
-0.370,0.498
0.051,0.264
-0.120,0.281
0.043,0.161
0.346,0.446
0.083,0.264
-0.470,0.326
0.096,0.080
-0.094,0.155
0.337,0.205
0.158,0.148
0.044,0.082
-0.245,0.120
0.113,0.228
0.117,0.191
0.270,0.135
-0.467,0.279
-0.168,0.188
0.475,0.234
0.006,0.143
-0.247,0.262
-0.397,0.188
0.372,0.277
0.160,0.137
0.068,0.229
0.114,0.177
0.269,0.255
0.121,0.149
-0.117,0.220
-0.074,0.160
1.163,0.309
0.544,0.279
0.563,0.879
0.276,0.442
1.442,0.492
1.208,0.318
1.327,0.921
0.517,0.454
1.925,0.499
0.190,0.149
-0.224,0.330
0.174,0.145
0.624,0.355
0.236,0.156
-0.049,0.304
0.113,0.145
1.033,0.371
-0.032,0.167
-0.263,0.380
-0.044,0.196
0.562,0.349
0.282,0.181
-0.251,0.360
0.072,0.203
0.807,0.381
-0.330,0.078
-0.461,0.078
-0.461,0.078
-0.530,0.082
-0.430,0.159
-0.430,0.143
-0.580,0.140
-0.580,0.124
-0.280,0.089
-0.230,0.110
-0.076,0.062
-0.018,0.055
-0.460,0.102
-0.115,0.072
0.051,0.085
0.020,0.070
-0.240,0.096
-0.200,0.108
-0.091,0.063
-0.007,0.054
-0.095,0.066
0.070,0.080
0.015,0.064
-0.366,0.354
-0.550,0.920
-0.411,0.711
0.175,0.464
2.469,1.905
-2.528,1.985
0.049,0.037
0.091,0.052
-0.039,0.145
0.072,0.024
0.025,0.025
0.000,0.038
-0.065,0.036
-0.047,0.034
-0.052,0.047
-0.028,0.048
-0.103,0.052
-0.093,0.057
-0.080,0.057
-0.035,0.045
-0.120,0.068
-0.080,0.063
-0.017,0.068
-0.072,0.058
0.030,0.245
0.250,0.178
0.285,0.130
0.219,0.262
-0.427,0.213
-0.441,0.130
0.249,0.268
-0.178,0.294
-0.156,0.174
0.043,0.356
-0.025,0.313
0.449,0.225
0.123,0.381
-1.017,0.313
-0.674,0.225
0.166,0.419
-1.042,0.459
-0.225,0.290
-0.021,0.126
0.293,0.196
0.135,0.135
0.377,0.168
0.196,0.193
-0.337,0.202
0.356,0.216
0.489,0.332
-0.202,0.256
0.223,0.086
0.338,0.117
-0.101,0.161
-0.019,0.237
0.106,0.187
0.150,0.388
0.326,0.218
-0.043,0.078
-0.228,0.093
0.376,0.197
-0.053,0.105
-0.133,0.095
-0.045,0.045
-0.032,0.105
-0.024,0.054
-0.082,0.065
-0.204,0.093
-0.009,0.062
-0.182,0.077
-0.594,0.223
0.041,0.028
-0.058,0.126
0.024,0.269
0.070,0.309
-0.241,0.379
0.502,0.682
-0.750,0.410
-0.419,0.645
0.454,0.660
0.481,0.171
-0.023,0.156
-0.675,0.240
-0.406,0.252
0.221,0.149
-0.349,0.175
-0.593,0.322
0.142,0.119
0.212,0.224
0.241,0.210
0.284,0.117
-0.351,0.257
0.339,0.256
0.360,0.266
0.553,0.256
-0.081,0.250
-0.054,0.322
0.245,0.271
0.659,0.493
0.361,0.304
0.066,0.132
-0.394,0.188
0.438,0.252
-0.184,0.172
-0.211,0.142
0.141,0.078
0.132,0.175
0.028,0.122
-0.062,0.099
-0.228,0.175
-0.142,0.149
-0.196,0.118
-0.153,0.455
0.065,0.081
0.023,0.173
-1.055,0.709
0.937,0.561
-1.358,0.552
1.442,0.855
-1.154,0.585
0.506,0.815
-0.892,0.900
0.798,0.277
-0.460,0.312
-0.674,0.304
-0.257,0.405
0.682,0.207
-0.323,0.301
-0.112,0.518
0.209,0.254
0.001,0.266
0.220,0.367
-0.340,0.251
0.518,0.201
-0.623,0.360
0.598,0.525
0.496,0.201
-0.211,0.095
-0.176,0.096
-0.028,0.066
-0.023,0.068
0.054,0.055
0.039,0.050
0.052,0.084
0.032,0.078
-0.137,0.072
-0.112,0.076
0.057,0.018
0.016,0.098
-0.071,0.057
-0.037,0.027
0.025,0.069
0.005,0.034
0.009,0.067
0.025,0.068
-0.194,0.115
-0.076,0.061
0.016,0.127
0.004,0.051
0.05,0.172
0.084,0.145
-0.124,0.070
-0.039,0.035
-0.041,0.077
-0.002,0.033
0.041,0.134
0.058,0.095
0.016,0.098
0.011,0.109
0.042,0.107
-0.058,0.139
0.057,0.118
0.016,0.098
0.049,0.115
0.009,0.095
-0.019,0.132
-0.034,0.127
-0.052,0.128
-0.073,0.133
0.019,0.151
0.059,0.206
0.09,0.213
-0.063,0.066
-0.032,0.042
-0.044,0.200
0.035,0.038
0.039,0.050
0.12,0.058
0.031,0.056
-0.002,0.119
-0.06,0.057
-0.051,0.070
-0.084,0.072
-0.143,0.093
-0.168,0.117
-0.166,0.117
-0.2,0.103
-0.18,0.114
-0.175,0.142
-0.18,0.135
-0.206,0.131
-0.25,0.137
-0.349,0.147
0.036,0.050
0.071,0.061
0,0.071
-0.008,0.099
0.061,0.127
0.043,0.109
0.009,0.112
-0.036,0.120
-0.034,0.136
-0.047,0.128
-0.07,0.138
-0.096,0.147
-0.109,0.157
0.034,0.034
0.04,0.044
0.088,0.062
0.13,0.067
0.139,0.078
0.117,0.094
0.062,0.086
0.047,0.088
0.077,0.115
0.072,0.109
0.04,0.100
0.03,0.106
0.079,0.113
0.009,0.072
-0.01,0.093
-0.069,0.108
0.055,0.118
0.044,0.148
-0.016,0.142
0.084,0.143
0.069,0.127
0.068,0.125
0.064,0.146
0.124,0.223
0.043,0.238
0.003,0.198
-0.065,0.057
-0.081,0.070
-0.09,0.074
-0.133,0.086
-0.126,0.092
-0.082,0.086
-0.098,0.089
-0.122,0.100
-0.094,0.110
-0.065,0.102
-0.107,0.100
-0.178,0.114
-0.292,0.132
-0.038,0.065
-0.041,0.090
0.012,0.130
0.088,0.167
0.053,0.150
0.027,0.171
0.015,0.151
-0.074,0.139
-0.017,0.145
0.011,0.166
0.009,0.158
-0.013,0.193
-0.007,0.202
-0.208,0.149
-0.123,0.158
-0.250,0.073
0.005,0.077
-0.268,0.043
-0.243,0.043
-0.330,0.043
-0.216,0.066
-0.446,0.042
0.117,0.068
0.072,0.115
-0.091,0.107
-0.641,0.074
-0.165,0.078
-0.191,0.157
-0.005,0.163
0.165,0.257
-0.508,0.070
-0.211,0.088
-0.316,0.121
-0.440,0.268
-0.348,0.175
-0.658,0.071
-0.555,0.184
-0.032,0.286
-0.062,0.230
0.423,0.406
-0.315,0.068
0.089,0.103
0.189,0.137
-0.004,0.143
-0.528,0.089
-0.061,0.092
0.112,0.203
0.061,0.242
0.279,0.344
-0.526,0.103
-0.104,0.120
-0.408,0.149
-0.380,0.290
-0.361,0.230
-0.624,0.100
-0.373,0.226
-0.081,0.337
-0.036,0.237
0.538,0.489
0.102,0.020
0.119,0.024
,
